uid,label,chi,start,end 
sim_102_20,1,"[[ 5.  1. 36.]
 [ 6.  2. 36.]
 [ 7.  3. 37.]
 [ 8.  2. 37.]
 [ 9.  1. 39.]]",[ 1. 36.],[ 1. 39.]
sim_102_21,1,"[[  0. 102. 570.]
 [  1. 103. 572.]
 [  2. 104. 573.]
 ...
 [298. 232. 589.]
 [299. 231. 589.]
 [300. 231. 588.]]",[102. 570.],[231. 588.]
sim_102_22,1,"[[  0.  31. 266.]
 [  1.  31. 265.]
 [  2.  31. 267.]
 ...
 [ 30.   9. 279.]
 [ 31.   6. 281.]
 [ 32.   3. 283.]]",[ 31. 266.],[  3. 283.]
sim_102_23,1,"[[  0. 456. 350.]
 [  1. 456. 351.]
 [  2. 456. 352.]
 ...
 [298. 838. 496.]
 [299. 839. 498.]
 [300. 840. 499.]]",[456. 350.],[840. 499.]
sim_102_24,1,"[[0.000e+00 3.720e+02 8.490e+02]
 [1.000e+00 3.740e+02 8.510e+02]
 [2.000e+00 3.750e+02 8.530e+02]
 ...
 [2.570e+02 7.310e+02 1.011e+03]
 [2.580e+02 7.310e+02 1.017e+03]
 [2.590e+02 7.330e+02 1.024e+03]]",[372. 849.],[ 733. 1024.]
sim_102_25,1,"[[0.000e+00 2.910e+02 8.640e+02]
 [1.000e+00 2.920e+02 8.670e+02]
 [2.000e+00 2.940e+02 8.710e+02]
 ...
 [2.800e+01 3.060e+02 1.010e+03]
 [2.900e+01 3.040e+02 1.015e+03]
 [3.000e+01 3.010e+02 1.019e+03]]",[291. 864.],[ 301. 1019.]
sim_102_26,1,"[[  0. 891. 751.]
 [  1. 892. 754.]
 [  2. 892. 756.]
 ...
 [298. 996. 849.]
 [299. 996. 850.]
 [300. 995. 850.]]",[891. 751.],[995. 850.]
sim_102_27,1,"[[0.000e+00 3.760e+02 3.210e+02]
 [1.000e+00 3.770e+02 3.210e+02]
 [2.000e+00 3.780e+02 3.220e+02]
 ...
 [2.570e+02 1.009e+03 5.890e+02]
 [2.580e+02 1.015e+03 5.920e+02]
 [2.590e+02 1.020e+03 5.940e+02]]",[376. 321.],[1020.  594.]
sim_102_28,1,"[[0.000e+00 5.920e+02 8.860e+02]
 [1.000e+00 5.930e+02 8.870e+02]
 [2.000e+00 5.940e+02 8.890e+02]
 ...
 [1.600e+02 5.150e+02 1.018e+03]
 [1.610e+02 5.130e+02 1.020e+03]
 [1.620e+02 5.130e+02 1.022e+03]]",[592. 886.],[ 513. 1022.]
sim_102_29,1,"[[0.000e+00 2.420e+02 6.850e+02]
 [1.000e+00 2.440e+02 6.850e+02]
 [2.000e+00 2.450e+02 6.860e+02]
 ...
 [2.150e+02 2.480e+02 1.019e+03]
 [2.160e+02 2.470e+02 1.021e+03]
 [2.170e+02 2.470e+02 1.023e+03]]",[242. 685.],[ 247. 1023.]
sim_102_30,1,"[[  0. 817. 595.]
 [  1. 817. 595.]
 [  2. 817. 596.]
 ...
 [298. 850. 810.]
 [299. 850. 813.]
 [300. 848. 816.]]",[817. 595.],[848. 816.]
sim_102_31,1,"[[  0. 370. 194.]
 [  1. 371. 196.]
 [  2. 372. 199.]
 ...
 [298. 774. 678.]
 [299. 780. 682.]
 [300. 786. 685.]]",[370. 194.],[786. 685.]
sim_102_32,0,"[[0.000e+00 9.540e+02 3.510e+02]
 [1.000e+00 9.550e+02 3.520e+02]
 [2.000e+00 9.550e+02 3.530e+02]
 ...
 [6.800e+01 1.021e+03 4.170e+02]
 [6.900e+01 1.022e+03 4.180e+02]
 [7.000e+01 1.022e+03 4.190e+02]]",[954. 351.],[1022.  419.]
sim_102_33,0,"[[  0. 526.  49.]
 [  1. 527.  50.]
 [  2. 528.  51.]
 ...
 [298. 829. 339.]
 [299. 831. 341.]
 [300. 832. 342.]]",[526.  49.],[832. 342.]
sim_102_34,0,"[[0.000e+00 8.790e+02 2.340e+02]
 [1.000e+00 8.810e+02 2.350e+02]
 [2.000e+00 8.820e+02 2.360e+02]
 ...
 [1.390e+02 1.020e+03 3.720e+02]
 [1.400e+02 1.022e+03 3.730e+02]
 [1.410e+02 1.023e+03 3.730e+02]]",[879. 234.],[1023.  373.]
sim_102_35,0,"[[ 94. 454.   0.]
 [ 95. 454.   2.]
 [ 96. 455.   3.]
 ...
 [298. 643. 200.]
 [299. 645. 202.]
 [300. 645. 203.]]",[454.   0.],[645. 203.]
sim_102_36,0,"[[0.000e+00 8.780e+02 6.790e+02]
 [1.000e+00 8.790e+02 6.800e+02]
 [2.000e+00 8.790e+02 6.810e+02]
 ...
 [1.390e+02 1.020e+03 8.200e+02]
 [1.400e+02 1.021e+03 8.200e+02]
 [1.410e+02 1.022e+03 8.220e+02]]",[878. 679.],[1022.  822.]
sim_102_37,0,"[[  0.  56. 223.]
 [  1.  57. 224.]
 [  2.  58. 225.]
 ...
 [298. 352. 524.]
 [299. 353. 525.]
 [300. 353. 526.]]",[ 56. 223.],[353. 526.]
sim_102_38,0,"[[6.700e+01 0.000e+00 8.950e+02]
 [6.800e+01 1.000e+00 8.950e+02]
 [6.900e+01 2.000e+00 8.960e+02]
 ...
 [1.980e+02 1.310e+02 1.021e+03]
 [1.990e+02 1.320e+02 1.023e+03]
 [2.000e+02 1.330e+02 1.024e+03]]",[  0. 895.],[ 133. 1024.]
sim_102_39,0,"[[235.   0. 190.]
 [236.   1. 192.]
 [237.   3. 193.]
 ...
 [298.  61. 255.]
 [299.  63. 257.]
 [300.  64. 258.]]",[  0. 190.],[ 64. 258.]
sim_102_40,0,"[[0.000e+00 7.210e+02 2.570e+02]
 [1.000e+00 7.230e+02 2.580e+02]
 [2.000e+00 7.240e+02 2.590e+02]
 ...
 [2.980e+02 1.019e+03 5.630e+02]
 [2.990e+02 1.020e+03 5.640e+02]
 [3.000e+02 1.021e+03 5.650e+02]]",[721. 257.],[1021.  565.]
sim_102_41,0,"[[  0.  64. 141.]
 [  1.  65. 142.]
 [  2.  67. 144.]
 ...
 [298. 367. 443.]
 [299. 368. 444.]
 [300. 369. 445.]]",[ 64. 141.],[369. 445.]
sim_102_42,0,"[[  0. 403. 378.]
 [  1. 405. 380.]
 [  2. 405. 381.]
 ...
 [298. 704. 683.]
 [299. 705. 684.]
 [300. 706. 685.]]",[403. 378.],[706. 685.]
sim_102_43,0,"[[0.000e+00 3.160e+02 7.250e+02]
 [1.000e+00 3.160e+02 7.260e+02]
 [2.000e+00 3.170e+02 7.260e+02]
 ...
 [2.960e+02 6.090e+02 1.021e+03]
 [2.970e+02 6.110e+02 1.022e+03]
 [2.980e+02 6.110e+02 1.024e+03]]",[316. 725.],[ 611. 1024.]
sim_102_44,0,"[[107.   1. 344.]
 [108.   1. 345.]
 [109.   2. 346.]
 ...
 [298. 197. 526.]
 [299. 198. 528.]
 [300. 199. 529.]]",[  1. 344.],[199. 529.]
sim_102_45,0,"[[  0. 156.  37.]
 [  1. 157.  38.]
 [  2. 158.  40.]
 ...
 [298. 438. 340.]
 [299. 438. 340.]
 [300. 440. 341.]]",[156.  37.],[440. 341.]
sim_102_46,0,"[[  0. 197. 248.]
 [  1. 198. 249.]
 [  2. 199. 250.]
 ...
 [298. 517. 550.]
 [299. 518. 551.]
 [300. 519. 552.]]",[197. 248.],[519. 552.]
sim_102_47,0,"[[  0.  47.  69.]
 [  1.  48.  70.]
 [  2.  48.  70.]
 ...
 [298. 335. 371.]
 [299. 337. 372.]
 [300. 337. 373.]]",[47. 69.],[337. 373.]
sim_102_48,0,"[[0.000e+00 7.680e+02 2.150e+02]
 [1.000e+00 7.690e+02 2.160e+02]
 [2.000e+00 7.700e+02 2.170e+02]
 ...
 [2.540e+02 1.021e+03 4.840e+02]
 [2.550e+02 1.022e+03 4.850e+02]
 [2.560e+02 1.024e+03 4.860e+02]]",[768. 215.],[1024.  486.]
sim_102_49,0,"[[135.   1.  86.]
 [136.   3.  86.]
 [137.   4.  87.]
 ...
 [298. 179. 243.]
 [299. 180. 244.]
 [300. 182. 245.]]",[ 1. 86.],[182. 245.]
sim_102_50,0,"[[140.   1. 119.]
 [141.   1. 119.]
 [142.   3. 120.]
 ...
 [298. 162. 273.]
 [299. 163. 273.]
 [300. 165. 274.]]",[  1. 119.],[165. 274.]
sim_102_51,0,"[[0.000e+00 2.590e+02 7.830e+02]
 [1.000e+00 2.600e+02 7.840e+02]
 [2.000e+00 2.620e+02 7.850e+02]
 ...
 [2.430e+02 5.010e+02 1.022e+03]
 [2.440e+02 5.020e+02 1.023e+03]
 [2.450e+02 5.020e+02 1.024e+03]]",[259. 783.],[ 502. 1024.]
sim_102_52,0,"[[1.440e+02 8.940e+02 1.000e+00]
 [1.450e+02 8.940e+02 1.000e+00]
 [1.460e+02 8.960e+02 3.000e+00]
 ...
 [2.730e+02 1.020e+03 1.290e+02]
 [2.740e+02 1.022e+03 1.310e+02]
 [2.750e+02 1.023e+03 1.320e+02]]",[894.   1.],[1023.  132.]
sim_102_53,0,"[[0.000e+00 8.970e+02 8.030e+02]
 [1.000e+00 8.980e+02 8.030e+02]
 [2.000e+00 8.990e+02 8.040e+02]
 ...
 [1.210e+02 1.021e+03 9.270e+02]
 [1.220e+02 1.022e+03 9.280e+02]
 [1.230e+02 1.024e+03 9.290e+02]]",[897. 803.],[1024.  929.]
sim_102_54,0,"[[0.000e+00 7.090e+02 8.780e+02]
 [1.000e+00 7.110e+02 8.790e+02]
 [2.000e+00 7.120e+02 8.800e+02]
 ...
 [1.480e+02 8.600e+02 1.022e+03]
 [1.490e+02 8.620e+02 1.023e+03]
 [1.500e+02 8.630e+02 1.023e+03]]",[709. 878.],[ 863. 1023.]
sim_102_55,0,"[[  0. 359. 366.]
 [  1. 359. 367.]
 [  2. 360. 368.]
 ...
 [298. 654. 667.]
 [299. 655. 668.]
 [300. 656. 669.]]",[359. 366.],[656. 669.]
sim_102_56,0,"[[0.000e+00 8.730e+02 1.670e+02]
 [1.000e+00 8.750e+02 1.680e+02]
 [2.000e+00 8.760e+02 1.690e+02]
 ...
 [1.520e+02 1.022e+03 3.220e+02]
 [1.530e+02 1.022e+03 3.230e+02]
 [1.540e+02 1.024e+03 3.250e+02]]",[873. 167.],[1024.  325.]
sim_102_57,0,"[[174.   0. 338.]
 [175.   2. 340.]
 [176.   2. 341.]
 ...
 [298. 123. 466.]
 [299. 124. 467.]
 [300. 125. 469.]]",[  0. 338.],[125. 469.]
sim_102_58,0,"[[  0. 296. 117.]
 [  1. 297. 119.]
 [  2. 299. 120.]
 ...
 [298. 603. 416.]
 [299. 603. 416.]
 [300. 605. 417.]]",[296. 117.],[605. 417.]
sim_103_0,1,"[[0.000e+00 4.600e+02 9.730e+02]
 [1.000e+00 4.620e+02 9.750e+02]
 [2.000e+00 4.650e+02 9.770e+02]
 ...
 [2.100e+01 4.660e+02 1.017e+03]
 [2.200e+01 4.650e+02 1.020e+03]
 [2.300e+01 4.640e+02 1.022e+03]]",[460. 973.],[ 464. 1022.]
sim_103_1,1,"[[  47.   30. 1024.]
 [  48.   33. 1023.]
 [  49.   36. 1022.]
 ...
 [  69.   76. 1019.]
 [  70.   77. 1021.]
 [  71.   78. 1022.]]",[  30. 1024.],[  78. 1022.]
sim_103_2,1,"[[  0. 162. 368.]
 [  1. 163. 367.]
 [  2. 162. 367.]
 ...
 [298. 554. 515.]
 [299. 553. 517.]
 [300. 550. 519.]]",[162. 368.],[550. 519.]
sim_103_3,1,"[[  0. 358. 375.]
 [  1. 359. 377.]
 [  2. 359. 379.]
 ...
 [298. 634. 797.]
 [299. 637. 799.]
 [300. 641. 803.]]",[358. 375.],[641. 803.]
sim_103_4,1,"[[0.000e+00 9.790e+02 4.890e+02]
 [1.000e+00 9.810e+02 4.910e+02]
 [2.000e+00 9.820e+02 4.920e+02]
 ...
 [5.500e+01 1.016e+03 4.910e+02]
 [5.600e+01 1.019e+03 4.950e+02]
 [5.700e+01 1.022e+03 4.990e+02]]",[979. 489.],[1022.  499.]
sim_103_5,1,"[[  0. 479. 431.]
 [  1. 480. 431.]
 [  2. 480. 432.]
 ...
 [298. 613. 841.]
 [299. 614. 843.]
 [300. 614. 842.]]",[479. 431.],[614. 842.]
sim_103_6,1,"[[0.000e+00 8.680e+02 7.450e+02]
 [1.000e+00 8.690e+02 7.470e+02]
 [2.000e+00 8.700e+02 7.480e+02]
 ...
 [9.000e+01 1.019e+03 7.390e+02]
 [9.100e+01 1.022e+03 7.400e+02]
 [9.200e+01 1.024e+03 7.410e+02]]",[868. 745.],[1024.  741.]
sim_103_7,1,"[[  0. 516. 566.]
 [  1. 517. 567.]
 [  2. 517. 567.]
 ...
 [298. 625. 837.]
 [299. 625. 840.]
 [300. 623. 844.]]",[516. 566.],[623. 844.]
sim_103_8,1,"[[  0. 762.  62.]
 [  1. 764.  64.]
 [  2. 763.  65.]
 ...
 [ 43. 709.   5.]
 [ 44. 711.   3.]
 [ 45. 713.   1.]]",[762.  62.],[713.   1.]
sim_103_9,1,"[[  0. 443.  30.]
 [  1. 442.  31.]
 [  2. 441.  31.]
 ...
 [ 40. 526.  14.]
 [ 41. 529.   7.]
 [ 42. 529.   2.]]",[443.  30.],[529.   2.]
sim_103_10,1,"[[0.000e+00 4.860e+02 8.780e+02]
 [1.000e+00 4.870e+02 8.800e+02]
 [2.000e+00 4.870e+02 8.810e+02]
 ...
 [8.400e+01 5.120e+02 1.011e+03]
 [8.500e+01 5.110e+02 1.015e+03]
 [8.600e+01 5.110e+02 1.019e+03]]",[486. 878.],[ 511. 1019.]
sim_103_11,1,"[[0.000e+00 3.530e+02 9.390e+02]
 [1.000e+00 3.550e+02 9.400e+02]
 [2.000e+00 3.550e+02 9.410e+02]
 ...
 [1.980e+02 4.490e+02 1.018e+03]
 [1.990e+02 4.490e+02 1.020e+03]
 [2.000e+02 4.480e+02 1.023e+03]]",[353. 939.],[ 448. 1023.]
sim_103_12,1,"[[0.000e+00 6.590e+02 8.940e+02]
 [1.000e+00 6.610e+02 8.960e+02]
 [2.000e+00 6.630e+02 8.980e+02]
 ...
 [1.680e+02 1.016e+03 9.880e+02]
 [1.690e+02 1.019e+03 9.890e+02]
 [1.700e+02 1.024e+03 9.890e+02]]",[659. 894.],[1024.  989.]
sim_103_13,1,"[[0.000e+00 1.940e+02 9.460e+02]
 [1.000e+00 1.950e+02 9.470e+02]
 [2.000e+00 1.960e+02 9.490e+02]
 ...
 [6.100e+01 2.020e+02 1.017e+03]
 [6.200e+01 2.060e+02 1.019e+03]
 [6.300e+01 2.080e+02 1.022e+03]]",[194. 946.],[ 208. 1022.]
sim_103_14,1,"[[0.000e+00 8.810e+02 3.330e+02]
 [1.000e+00 8.830e+02 3.320e+02]
 [2.000e+00 8.850e+02 3.290e+02]
 ...
 [1.330e+02 1.020e+03 3.490e+02]
 [1.340e+02 1.022e+03 3.500e+02]
 [1.350e+02 1.023e+03 3.510e+02]]",[881. 333.],[1023.  351.]
sim_103_15,1,"[[256.   0. 672.]
 [257.   5. 671.]
 [258.   9. 671.]
 ...
 [298.  49. 710.]
 [299.  51. 712.]
 [300.  54. 714.]]",[  0. 672.],[ 54. 714.]
sim_103_16,1,"[[  0. 152. 738.]
 [  1. 152. 740.]
 [  2. 152. 743.]
 ...
 [298. 489. 879.]
 [299. 491. 878.]
 [300. 492. 878.]]",[152. 738.],[492. 878.]
sim_103_17,1,"[[  0. 150. 446.]
 [  1. 151. 447.]
 [  2. 154. 449.]
 ...
 [298. 418. 800.]
 [299. 420. 803.]
 [300. 422. 806.]]",[150. 446.],[422. 806.]
sim_103_18,1,"[[0.000e+00 7.880e+02 8.960e+02]
 [1.000e+00 7.900e+02 8.980e+02]
 [2.000e+00 7.900e+02 8.980e+02]
 ...
 [8.400e+01 7.270e+02 1.021e+03]
 [8.500e+01 7.280e+02 1.021e+03]
 [8.600e+01 7.270e+02 1.023e+03]]",[788. 896.],[ 727. 1023.]
sim_103_19,1,"[[  0. 125. 221.]
 [  1. 125. 223.]
 [  2. 126. 226.]
 ...
 [298. 698. 549.]
 [299. 696. 550.]
 [300. 692. 551.]]",[125. 221.],[692. 551.]
sim_103_20,1,"[[ 59. 630.   0.]
 [ 60. 633.   2.]
 [ 61. 636.   4.]
 ...
 [298. 973. 426.]
 [299. 977. 424.]
 [300. 981. 423.]]",[630.   0.],[981. 423.]
sim_103_21,1,"[[0.000e+00 6.610e+02 7.820e+02]
 [1.000e+00 6.620e+02 7.830e+02]
 [2.000e+00 6.620e+02 7.840e+02]
 ...
 [1.190e+02 8.100e+02 1.020e+03]
 [1.200e+02 8.100e+02 1.021e+03]
 [1.210e+02 8.100e+02 1.023e+03]]",[661. 782.],[ 810. 1023.]
sim_103_22,1,"[[  0. 134. 324.]
 [  1. 135. 325.]
 [  2. 135. 325.]
 ...
 [298. 404. 596.]
 [299. 408. 596.]
 [300. 409. 597.]]",[134. 324.],[409. 597.]
sim_103_23,1,"[[ 32.   2. 308.]
 [ 33.   5. 306.]
 [ 34.   7. 305.]
 ...
 [107.  10. 442.]
 [108.   6. 445.]
 [109.   3. 448.]]",[  2. 308.],[  3. 448.]
sim_103_24,1,"[[ 61.   1. 442.]
 [ 62.   2. 445.]
 [ 63.   4. 450.]
 ...
 [298. 245. 731.]
 [299. 243. 733.]
 [300. 241. 735.]]",[  1. 442.],[241. 735.]
sim_103_25,1,"[[  0. 206.  99.]
 [  1. 208.  98.]
 [  2. 210.  99.]
 ...
 [298. 399. 343.]
 [299. 400. 342.]
 [300. 402. 342.]]",[206.  99.],[402. 342.]
sim_103_26,1,"[[0.000e+00 6.340e+02 2.760e+02]
 [1.000e+00 6.340e+02 2.780e+02]
 [2.000e+00 6.360e+02 2.780e+02]
 ...
 [1.420e+02 1.015e+03 3.050e+02]
 [1.430e+02 1.018e+03 3.070e+02]
 [1.440e+02 1.022e+03 3.120e+02]]",[634. 276.],[1022.  312.]
sim_103_27,1,"[[0.000e+00 8.170e+02 4.340e+02]
 [1.000e+00 8.150e+02 4.330e+02]
 [2.000e+00 8.150e+02 4.320e+02]
 ...
 [1.640e+02 1.017e+03 4.860e+02]
 [1.650e+02 1.019e+03 4.880e+02]
 [1.660e+02 1.021e+03 4.870e+02]]",[817. 434.],[1021.  487.]
sim_103_28,1,"[[ 94.   2. 671.]
 [ 95.   5. 674.]
 [ 96.   7. 679.]
 ...
 [298. 100. 951.]
 [299.  98. 950.]
 [300.  98. 950.]]",[  2. 671.],[ 98. 950.]
sim_103_29,1,"[[ 89. 577.   0.]
 [ 90. 577.   1.]
 [ 91. 577.   2.]
 [ 92. 579.   2.]
 [ 93. 581.   1.]]",[577.   0.],[581.   1.]
sim_103_30,1,"[[  0.  31. 286.]
 [  1.  32. 287.]
 [  2.  31. 288.]
 ...
 [298. 104. 387.]
 [299. 104. 385.]
 [300. 107. 383.]]",[ 31. 286.],[107. 383.]
sim_103_31,1,"[[0.000e+00 4.900e+01 9.460e+02]
 [1.000e+00 5.000e+01 9.470e+02]
 [2.000e+00 5.100e+01 9.480e+02]
 ...
 [1.680e+02 9.700e+01 1.014e+03]
 [1.690e+02 9.900e+01 1.018e+03]
 [1.700e+02 1.020e+02 1.021e+03]]",[ 49. 946.],[ 102. 1021.]
sim_103_32,1,"[[  0. 400. 471.]
 [  1. 399. 472.]
 [  2. 398. 472.]
 ...
 [298. 419. 740.]
 [299. 421. 741.]
 [300. 422. 742.]]",[400. 471.],[422. 742.]
sim_103_33,0,"[[  0. 450. 629.]
 [  1. 451. 630.]
 [  2. 453. 631.]
 ...
 [298. 745. 934.]
 [299. 746. 935.]
 [300. 747. 936.]]",[450. 629.],[747. 936.]
sim_103_34,0,"[[176. 436.   1.]
 [177. 437.   1.]
 [178. 439.   2.]
 ...
 [298. 563. 128.]
 [299. 564. 129.]
 [300. 565. 131.]]",[436.   1.],[565. 131.]
sim_103_35,0,"[[  0. 521. 410.]
 [  1. 522. 412.]
 [  2. 524. 413.]
 ...
 [298. 806. 717.]
 [299. 807. 718.]
 [300. 807. 719.]]",[521. 410.],[807. 719.]
sim_103_36,0,"[[129.   1.  86.]
 [130.   2.  87.]
 [131.   3.  88.]
 ...
 [298. 174. 255.]
 [299. 175. 256.]
 [300. 176. 257.]]",[ 1. 86.],[176. 257.]
sim_103_37,0,"[[  0. 659. 624.]
 [  1. 661. 625.]
 [  2. 662. 627.]
 ...
 [298. 960. 937.]
 [299. 960. 938.]
 [300. 961. 940.]]",[659. 624.],[961. 940.]
sim_103_38,0,"[[0.000e+00 5.260e+02 1.007e+03]
 [1.000e+00 5.270e+02 1.008e+03]
 [2.000e+00 5.280e+02 1.009e+03]
 ...
 [1.400e+01 5.400e+02 1.021e+03]
 [1.500e+01 5.400e+02 1.022e+03]
 [1.600e+01 5.410e+02 1.024e+03]]",[ 526. 1007.],[ 541. 1024.]
sim_103_39,0,"[[156. 121.   0.]
 [157. 123.   1.]
 [158. 124.   1.]
 ...
 [298. 267. 138.]
 [299. 267. 138.]
 [300. 268. 139.]]",[121.   0.],[268. 139.]
sim_103_40,0,"[[0.000e+00 9.390e+02 9.170e+02]
 [1.000e+00 9.400e+02 9.170e+02]
 [2.000e+00 9.410e+02 9.180e+02]
 ...
 [8.200e+01 1.021e+03 1.004e+03]
 [8.300e+01 1.022e+03 1.004e+03]
 [8.400e+01 1.024e+03 1.005e+03]]",[939. 917.],[1024. 1005.]
sim_103_41,0,"[[256.   1. 192.]
 [257.   1. 193.]
 [258.   3. 194.]
 ...
 [298.  43. 233.]
 [299.  44. 234.]
 [300.  44. 236.]]",[  1. 192.],[ 44. 236.]
sim_103_42,0,"[[1.550e+02 0.000e+00 9.160e+02]
 [1.560e+02 1.000e+00 9.160e+02]
 [1.570e+02 2.000e+00 9.180e+02]
 ...
 [2.660e+02 1.240e+02 1.021e+03]
 [2.670e+02 1.250e+02 1.021e+03]
 [2.680e+02 1.260e+02 1.023e+03]]",[  0. 916.],[ 126. 1023.]
sim_103_43,0,"[[  0. 608. 578.]
 [  1. 609. 580.]
 [  2. 610. 580.]
 ...
 [298. 902. 880.]
 [299. 902. 882.]
 [300. 904. 883.]]",[608. 578.],[904. 883.]
sim_103_44,0,"[[  0. 485. 356.]
 [  1. 487. 357.]
 [  2. 488. 359.]
 ...
 [298. 789. 657.]
 [299. 791. 659.]
 [300. 792. 659.]]",[485. 356.],[792. 659.]
sim_103_45,0,"[[  0. 157. 415.]
 [  1. 158. 416.]
 [  2. 159. 417.]
 ...
 [298. 452. 702.]
 [299. 453. 703.]
 [300. 455. 704.]]",[157. 415.],[455. 704.]
sim_103_46,0,"[[0.000e+00 8.890e+02 5.130e+02]
 [1.000e+00 8.900e+02 5.150e+02]
 [2.000e+00 8.910e+02 5.150e+02]
 ...
 [1.320e+02 1.021e+03 6.460e+02]
 [1.330e+02 1.021e+03 6.480e+02]
 [1.340e+02 1.023e+03 6.490e+02]]",[889. 513.],[1023.  649.]
sim_103_47,0,"[[ 99.   1. 696.]
 [100.   1. 697.]
 [101.   1. 699.]
 ...
 [298. 196. 897.]
 [299. 197. 897.]
 [300. 198. 898.]]",[  1. 696.],[198. 898.]
sim_103_48,0,"[[ 24.   0. 545.]
 [ 25.   1. 547.]
 [ 26.   2. 548.]
 ...
 [298. 269. 830.]
 [299. 269. 831.]
 [300. 270. 833.]]",[  0. 545.],[270. 833.]
sim_103_49,0,"[[251. 214.   1.]
 [252. 215.   2.]
 [253. 216.   4.]
 ...
 [298. 259.  45.]
 [299. 261.  45.]
 [300. 262.  46.]]",[214.   1.],[262.  46.]
sim_103_50,0,"[[  0. 557. 275.]
 [  1. 558. 277.]
 [  2. 559. 279.]
 ...
 [298. 850. 571.]
 [299. 851. 572.]
 [300. 852. 573.]]",[557. 275.],[852. 573.]
sim_103_51,0,"[[254. 563.   2.]
 [255. 564.   2.]
 [256. 565.   3.]
 ...
 [298. 608.  45.]
 [299. 608.  46.]
 [300. 609.  48.]]",[563.   2.],[609.  48.]
sim_103_52,0,"[[195.   1. 355.]
 [196.   2. 356.]
 [197.   2. 357.]
 ...
 [298. 108. 460.]
 [299. 110. 460.]
 [300. 111. 461.]]",[  1. 355.],[111. 461.]
sim_103_53,0,"[[0.000e+00 6.410e+02 7.120e+02]
 [1.000e+00 6.420e+02 7.130e+02]
 [2.000e+00 6.420e+02 7.140e+02]
 ...
 [2.980e+02 9.320e+02 1.002e+03]
 [2.990e+02 9.320e+02 1.003e+03]
 [3.000e+02 9.330e+02 1.004e+03]]",[641. 712.],[ 933. 1004.]
sim_103_54,0,"[[  0.  20. 139.]
 [  1.  21. 139.]
 [  2.  22. 141.]
 ...
 [298. 317. 435.]
 [299. 318. 436.]
 [300. 319. 437.]]",[ 20. 139.],[319. 437.]
sim_103_55,0,"[[0.000e+00 6.850e+02 9.170e+02]
 [1.000e+00 6.870e+02 9.180e+02]
 [2.000e+00 6.870e+02 9.190e+02]
 ...
 [1.020e+02 7.860e+02 1.021e+03]
 [1.030e+02 7.880e+02 1.022e+03]
 [1.040e+02 7.890e+02 1.023e+03]]",[685. 917.],[ 789. 1023.]
sim_103_56,0,"[[0.000e+00 8.880e+02 6.800e+02]
 [1.000e+00 8.890e+02 6.810e+02]
 [2.000e+00 8.900e+02 6.810e+02]
 ...
 [1.420e+02 1.021e+03 8.240e+02]
 [1.430e+02 1.022e+03 8.250e+02]
 [1.440e+02 1.023e+03 8.250e+02]]",[888. 680.],[1023.  825.]
sim_103_57,0,"[[0.000e+00 2.670e+02 7.910e+02]
 [1.000e+00 2.680e+02 7.920e+02]
 [2.000e+00 2.700e+02 7.930e+02]
 ...
 [2.290e+02 4.920e+02 1.021e+03]
 [2.300e+02 4.920e+02 1.022e+03]
 [2.310e+02 4.920e+02 1.023e+03]]",[267. 791.],[ 492. 1023.]
sim_103_58,0,"[[ 92.  18.   1.]
 [ 93.  19.   1.]
 [ 94.  19.   2.]
 ...
 [298. 216. 200.]
 [299. 217. 200.]
 [300. 219. 201.]]",[18.  1.],[219. 201.]
sim_103_59,0,"[[108. 273.   1.]
 [109. 274.   2.]
 [110. 275.   3.]
 ...
 [298. 458. 192.]
 [299. 458. 192.]
 [300. 458. 194.]]",[273.   1.],[458. 194.]
sim_104_0,1,"[[  0. 290.  96.]
 [  1. 291.  96.]
 [  2. 291.  96.]
 ...
 [298. 396. 180.]
 [299. 396. 183.]
 [300. 395. 186.]]",[290.  96.],[395. 186.]
sim_104_1,1,"[[217.   0. 463.]
 [218.   0. 463.]]",[  0. 463.],[  0. 463.]
sim_104_2,1,"[[  0. 260. 220.]
 [  1. 260. 222.]
 [  2. 261. 224.]
 ...
 [298. 255. 444.]
 [299. 257. 446.]
 [300. 258. 448.]]",[260. 220.],[258. 448.]
sim_104_3,1,"[[0.000e+00 7.220e+02 6.770e+02]
 [1.000e+00 7.240e+02 6.790e+02]
 [2.000e+00 7.250e+02 6.820e+02]
 ...
 [1.670e+02 1.019e+03 9.560e+02]
 [1.680e+02 1.021e+03 9.580e+02]
 [1.690e+02 1.023e+03 9.600e+02]]",[722. 677.],[1023.  960.]
sim_104_4,1,"[[0.000e+00 3.020e+02 6.120e+02]
 [1.000e+00 3.030e+02 6.130e+02]
 [2.000e+00 3.060e+02 6.140e+02]
 ...
 [2.610e+02 3.460e+02 1.017e+03]
 [2.620e+02 3.470e+02 1.021e+03]
 [2.630e+02 3.470e+02 1.023e+03]]",[302. 612.],[ 347. 1023.]
sim_104_5,1,"[[4.000e+00 9.720e+02 1.000e+00]
 [5.000e+00 9.730e+02 2.000e+00]
 [6.000e+00 9.750e+02 5.000e+00]
 ...
 [2.800e+01 1.014e+03 5.100e+01]
 [2.900e+01 1.018e+03 5.200e+01]
 [3.000e+01 1.023e+03 5.500e+01]]",[972.   1.],[1023.   55.]
